X3_2046_B	X7_2472_B	X9_2492_B	X11_2653_B	X15_2677_B	X17_2691_B	X23_2817_B	X25_2852_B
ENSG00000123091	406	1218	1003	1431	1389	827	3522	1286
ENSG00000123472	278	526	451	662	673	451	1698	633
ENSG00000123473	248	818	196	62	224	111	486	191
ENSG00000123684	832	2412	959	1263	2010	857	3346	1094
ENSG00000123685	25	72	97	15	52	53	58	23
ENSG00000123689	59	40	247	300	118	59	49	73
ENSG00000123836	414	496	222	1023	453	483	307	160
ENSG00000123838	5	1	15	5	12	0	0	1
ENSG00000123843	1	2	3	9	14	1	0	1
ENSG00000125459	225	390	196	142	202	111	174	163
ENSG00000125462	13	28	23	1	7	1	4	2
ENSG00000125703	138	164	173	134	213	228	322	132
ENSG00000125944	2099	2849	1818	1586	2119	1314	4454	2144
ENSG00000125945	366	560	351	690	814	547	1170	584
ENSG00000126067	707	3814	1660	1033	933	1171	1986	1197
ENSG00000126070	300	591	845	264	548	569	945	392
ENSG00000126088	333	528	417	455	645	689	995	803
ENSG00000126091	65	180	87	175	139	116	141	162
ENSG00000126106	52	107	43	123	135	149	249	93
ENSG00000126107	424	794	591	763	991	947	1631	817
ENSG00000126698	607	1516	770	788	893	924	2033	1063
ENSG00000126705	475	713	587	760	583	492	1910	741
ENSG00000126709	3379	8117	1755	422	5352	17254	18720	1072
ENSG00000127054	1047	1283	1148	693	874	885	2182	1295
ENSG00000127074	1	9	6	35	42	14	7	44
ENSG00000127124	186	219	446	347	550	545	1998	367
ENSG00000127125	379	735	692	825	842	630	1536	976
ENSG00000127129	10	44	135	35	24	26	50	4
ENSG00000127423	77	262	40	17	22	31	99	70
ENSG00000127463	852	1036	867	454	810	674	1724	895
ENSG00000127472	18	2	15	8	17	22	16	6
ENSG00000127481	2414	2416	2262	1351	2491	2075	5464	2536
ENSG00000127483	3563	4341	4154	2103	2475	2937	5577	3094
ENSG00000127603	2029	3376	4215	2746	4832	3598	20422	7467
ENSG00000130695	248	830	335	184	239	301	699	482
ENSG00000130762	19	444	121	376	121	109	906	554
ENSG00000130764	799	1092	710	725	622	626	1578	809
ENSG00000130766	131	130	268	259	286	197	1108	231
ENSG00000130768	224	341	530	79	113	51	390	83
ENSG00000130770	505	1606	726	1030	548	811	2249	1504
ENSG00000130772	121	207	172	201	243	187	535	243
ENSG00000130775	423	1048	796	113	316	869	635	167
ENSG00000130939	1101	1305	898	634	719	920	1774	956
ENSG00000130940	569	950	148	1324	686	465	3105	1607
ENSG00000131233	0	0	0	0	0	0	1	0
ENSG00000131236	2361	6098	3474	3126	5161	4966	9410	4082
ENSG00000131238	1165	1775	1713	1467	3300	5936	7661	4651
ENSG00000131584	1034	1160	897	390	489	608	1106	1014
ENSG00000131591	452	713	242	114	197	254	358	418
ENSG00000131686	0	8	1	0	2	0	1	0
ENSG00000131697	359	324	346	134	223	210	474	185
ENSG00000131778	902	1619	730	551	650	459	789	161
ENSG00000131779	375	1314	328	754	652	391	870	483
ENSG00000131781	26	18	11	650	83	60	265	21
ENSG00000131788	326	1178	491	1633	1844	655	1792	841
ENSG00000131791	206	634	301	341	456	396	507	198
ENSG00000131795	1553	4525	1333	1679	2127	1095	3172	2300
ENSG00000131910	0	0	0	0	1	0	0	0
ENSG00000131914	1	0	0	0	2	0	1	0
ENSG00000132122	58	159	100	304	248	68	820	241
ENSG00000132128	1209	1540	1060	997	1344	871	2608	1121
ENSG00000132185	31	18	31	4	66	13	17	6
ENSG00000132196	76	292	151	104	177	116	229	108
ENSG00000132485	1157	2229	2036	442	1013	834	1827	785
ENSG00000132676	1619	4621	1296	2056	2061	1315	2220	1507
ENSG00000132677	3	21	3	5	13	0	9	85
ENSG00000132680	1204	3495	1221	261	1083	983	1483	651
ENSG00000132681	1	1	0	152	191	49	305	59
ENSG00000132688	2719	12924	470	495	1121	395	1322	1018
ENSG00000132692	830	1	112	7	2	1	17	5
ENSG00000132693	0	0	1	0	1	1	0	0
ENSG00000132694	1154	2128	1033	1340	2420	1700	2728	1104
ENSG00000132698	79	2939	325	1526	833	464	1686	752
ENSG00000132702	0	2	4	2	7	0	9	2
ENSG00000132704	55	61	43	11	36	8	19	1
ENSG00000132716	1009	1825	1105	648	1344	1004	1571	916
ENSG00000132718	166	106	219	194	489	306	646	205
ENSG00000132763	79	222	72	128	191	72	222	70
ENSG00000132768	310	700	376	258	382	271	509	396
ENSG00000132773	111	292	175	117	179	166	326	148
ENSG00000132780	1645	3895	1388	521	1299	892	2245	766
ENSG00000132781	234	384	231	94	168	165	267	211
ENSG00000132849	569	1203	877	1360	2089	1014	2985	1297
ENSG00000132854	32	23	24	102	97	41	129	109
ENSG00000132855	0	0	0	0	0	0	0	0
ENSG00000132879	420	610	493	247	217	206	439	653
ENSG00000132881	36	32	42	73	55	31	135	65
ENSG00000132906	162	107	175	170	174	184	496	187
ENSG00000133019	16	133	114	7	18	4	35	16
ENSG00000133048	1797	3545	13329	175	718	1953	36	170
ENSG00000133055	9	7	212	1	5	3	2	0
ENSG00000133056	790	381	295	582	1409	458	1224	579
ENSG00000133059	797	1194	670	660	1084	570	1067	936
ENSG00000133063	253	43	27	4	2	5428	100	53
ENSG00000133065	604	751	489	380	785	368	649	182
ENSG00000133067	23	70	43	11	47	10	22	13
ENSG00000133069	60	196	63	17	41	31	25	29
ENSG00000133216	476	149	111	104	614	490	556	239
ENSG00000133226	2236	3398	2180	1174	1665	1597	2981	1717
ENSG00000134183	5	5	2	0	0	1	2	1
ENSG00000134184	26	34	156	361	119	234	1186	1510
ENSG00000134186	1108	2277	1440	503	996	1055	1566	844
ENSG00000134193	0	0	0	3	15	0	0	0
ENSG00000134198	22	31	194	94	78	43	115	89
ENSG00000134200	0	0	0	0	0	0	0	0
ENSG00000134201	1	3	21	82	35	21	17	29
ENSG00000134202	68	45	284	520	1613	204	5040	7044
ENSG00000134207	0	1	14	7	37	7	49	10
ENSG00000134215	490	490	179	3759	943	957	12659	2151
ENSG00000134216	0	1	0	0	0	0	0	0
ENSG00000134222	192	389	134	23	118	93	225	144
ENSG00000134240	0	0	0	5148	760	1	0	8
ENSG00000134242	128	106	229	43	150	314	278	52
ENSG00000134243	672	2503	740	1806	1739	2060	4218	2424
ENSG00000134245	33	84	119	45	52	78	153	34
ENSG00000134247	717	1862	1018	1711	2354	1853	2471	1252
ENSG00000134248	469	1472	631	539	550	482	1234	791
ENSG00000134249	0	0	0	0	0	0	0	0
ENSG00000134250	4322	2033	1921	1932	3320	3801	7583	2187
ENSG00000134253	103	102	115	144	208	144	180	296
ENSG00000134255	482	965	859	285	662	633	1023	398
ENSG00000134256	12	66	109	14	33	40	27	5
ENSG00000134258	414	2363	395	703	327	46	5	96
ENSG00000134259	5	0	8	3	17	3	10	8
ENSG00000134262	289	405	396	117	270	258	380	221
ENSG00000134365	0	0	0	0	0	0	0	0
ENSG00000134369	1073	733	654	662	1851	1134	3269	1765
ENSG00000134371	604	1453	624	772	985	541	1181	429
ENSG00000134375	1109	2762	744	644	1061	504	889	685
ENSG00000134376	5	11	6	3	2	1	0	0
ENSG00000134389	0	0	0	0	1	0	0	0
ENSG00000134644	1398	2326	1781	1320	1483	1344	3481	1603
ENSG00000134668	80	98	75	4	66	171	158	44
ENSG00000134684	880	1828	1736	777	734	873	1720	1275
ENSG00000134686	699	2045	1774	1082	1504	1628	2876	1389
ENSG00000134690	272	674	195	40	126	136	353	154
ENSG00000134697	756	1890	895	642	615	608	1318	1049
ENSG00000134698	294	597	600	340	495	696	974	513
ENSG00000134709	159	405	360	698	559	255	1280	471
ENSG00000134716	18	146	69	66	111	83	15	53
ENSG00000134717	438	1486	745	612	836	669	1519	863
ENSG00000134744	552	528	701	151	408	416	647	151
ENSG00000134748	469	1107	677	464	638	482	1302	701
ENSG00000135744	54	637	9	252	176	34	252	196
ENSG00000135747	146	199	46	57	92	24	190	81
ENSG00000135749	217	621	497	288	645	496	324	246
ENSG00000135750	288	663	257	22	30	31	16	16
ENSG00000135763	574	794	290	245	480	184	374	281
ENSG00000135766	1408	1493	1334	968	1629	692	1244	750
ENSG00000135773	28	39	6	149	181	26	374	22
ENSG00000135775	485	944	473	797	1021	552	1163	679
ENSG00000135776	323	581	297	336	498	269	499	264
ENSG00000135778	504	1067	304	737	857	435	654	564
ENSG00000135801	672	1109	524	579	759	405	642	391
ENSG00000135821	5377	7540	9200	14708	19138	18794	17081	11802
ENSG00000135823	853	1927	650	703	1143	1120	1285	457
ENSG00000135824	0	0	0	0	2	1	1	1
ENSG00000135828	75	183	285	184	376	317	711	215
ENSG00000135829	2757	4898	2113	1971	3321	1748	5162	2542
ENSG00000135835	21	21	29	46	102	65	79	96
ENSG00000135837	870	1333	1202	1072	1757	1067	2269	906
ENSG00000135838	648	374	491	58	249	2785	492	162
ENSG00000135842	456	549	1239	7747	3030	1430	5187	1567
ENSG00000135845	313	886	361	440	813	395	634	341
ENSG00000135847	324	1097	322	487	628	463	549	561
ENSG00000135862	1600	2636	2525	938	4490	2337	5813	2973
ENSG00000135870	722	1237	846	712	1126	733	1423	685
ENSG00000136628	3212	6564	2922	2929	2756	1790	3396	1951
ENSG00000136630	95	131	163	64	191	217	138	87
ENSG00000136631	441	899	488	652	826	578	1078	461
ENSG00000136634	23	25	17	5	20	98	19	3
ENSG00000136636	1722	2488	874	2656	3354	1620	5218	4107
ENSG00000136643	358	605	339	468	699	349	727	349
ENSG00000136653	373	289	784	607	777	821	825	207
ENSG00000137936	100	214	276	281	433	250	731	730
ENSG00000137941	54	166	42	23	162	151	34	31
ENSG00000137942	781	1654	890	927	1226	402	4247	1330
ENSG00000137944	355	550	353	402	533	215	568	362
ENSG00000137947	234	393	371	221	307	316	616	342
ENSG00000137948	0	1	1	2	16	1	0	26
ENSG00000137955	690	2290	755	388	662	481	1081	686
ENSG00000137959	1164	5111	1262	167	1546	4629	2758	232
ENSG00000137960	14	3	3	29	48	13	19	31
ENSG00000137962	541	2370	939	1120	1616	650	773	843
ENSG00000137965	829	3022	717	92	729	1370	1441	163
ENSG00000137968	56	72	176	173	55	23	84	24
ENSG00000137970	5	8	1	0	2	2	1	6
ENSG00000137975	1	1	1	45	14	22	2	2
ENSG00000137976	5	0	0	0	11	44	6	2
ENSG00000137992	321	468	397	357	505	370	1345	624
ENSG00000137996	366	1099	455	373	356	354	692	421
ENSG00000142224	1	0	0	0	2	2	4	0
ENSG00000142583	187	249	420	32	68	453	128	19
ENSG00000142599	1568	1515	1129	2621	1991	1762	5740	3008
ENSG00000142606	18	20	8	205	45	34	162	145
ENSG00000142609	7	13	10	1	6	3	7	4
ENSG00000142611	2	8	8	29	72	12	26	32
ENSG00000142615	0	0	0	0	0	0	0	0
ENSG00000142619	0	1	0	0	6	4	53	2
ENSG00000142621	80	81	90	32	104	215	51	43
ENSG00000142623	0	0	0	0	0	5	0	1
ENSG00000142627	137	399	285	149	363	120	367	140
ENSG00000142632	720	1235	240	268	231	145	682	242
ENSG00000142634	1054	1355	1345	901	1274	1720	2620	644
ENSG00000142655	212	393	203	289	214	469	560	391
ENSG00000142657	1891	4900	1059	1066	854	1609	2669	2296
ENSG00000142661	2	6	9	18	56	34	39	35
ENSG00000142669	1579	2498	1745	1770	1947	3038	3450	1969
ENSG00000142675	292	638	535	380	364	265	876	539
ENSG00000142676	10637	20447	9040	11043	6852	6394	11119	9732
ENSG00000142677	1	14	6	1	13	5	9	8
ENSG00000142684	220	730	304	261	180	126	275	328
ENSG00000142686	74	361	255	288	248	264	593	292
ENSG00000142687	511	1100	947	1167	1349	1093	5818	2087
ENSG00000142694	220	253	278	831	551	533	1617	686
ENSG00000142698	0	0	0	0	0	2	0	0
ENSG00000142700	1	0	2	0	1	0	0	0
ENSG00000142733	193	1292	774	518	658	376	1036	439
ENSG00000142748	24	27	29	4	17	40	10	15
ENSG00000142751	275	442	357	351	326	341	659	485
ENSG00000142765	294	379	698	625	263	314	1539	867
ENSG00000142784	495	658	888	1166	1212	1386	3290	1535
ENSG00000142794	248	221	194	234	266	235	470	278
ENSG00000142798	3262	2299	3506	2916	17066	5806	12382	10472
ENSG00000142856	125	384	193	144	179	84	158	206
ENSG00000142864	3214	8648	3473	2623	3559	2487	5864	2694
ENSG00000142867	187	460	239	299	401	263	837	294
ENSG00000142871	632	1034	1223	579	1566	1002	771	457
ENSG00000142875	349	338	380	254	987	1067	845	312
ENSG00000142892	160	346	378	338	535	336	962	524
ENSG00000142910	446	814	537	692	1197	317	466	368
ENSG00000142920	44	151	221	114	135	219	273	166
ENSG00000142937	8006	23657	9832	13970	9574	6955	16768	15011
ENSG00000142945	387	1067	212	32	143	135	470	200
ENSG00000142949	6918	9411	9147	6017	6852	2208	12421	9040
ENSG00000142959	4	8	0	8	13	7	6	4
ENSG00000142961	292	312	384	188	341	376	546	209
ENSG00000142973	1	5	0	136	69	20	384	83
ENSG00000143001	8	12	36	12	47	8	16	17
ENSG00000143006	0	0	0	0	0	0	0	0
ENSG00000143013	1438	2513	6386	749	728	562	485	911
ENSG00000143028	12	11	11	5	29	8	9	10
ENSG00000143032	0	0	1	0	0	0	0	0
ENSG00000143033	318	710	429	202	429	271	889	271
ENSG00000143036	15	155	198	287	74	38	457	146
ENSG00000143061	446	880	422	903	1346	617	2055	608
ENSG00000143067	69	95	91	85	165	143	171	155
ENSG00000143079	349	778	556	329	636	528	1083	338
ENSG00000143093	387	453	446	282	591	448	1123	400
ENSG00000143105	0	0	0	0	0	0	0	0
ENSG00000143106	988	2365	1208	743	1006	856	1977	1068
ENSG00000143107	1	1	0	0	0	0	0	0
ENSG00000143110	331	230	330	136	373	878	424	109
ENSG00000143119	931	682	1137	294	1079	2705	1666	310
ENSG00000143125	0	0	3	1	2	0	46	2
ENSG00000143126	850	1163	680	1939	1089	601	4480	9010
ENSG00000143127	19	77	35	43	91	32	163	57
ENSG00000143140	104	127	207	126	693	676	549	265
ENSG00000143147	250	192	232	42	126	87	101	73
ENSG00000143149	665	1622	1575	2208	1670	1299	2210	1189
ENSG00000143153	317	2289	2293	7531	1508	1178	1841	2769
ENSG00000143155	353	1261	572	486	664	363	800	347
ENSG00000143156	113	173	110	215	209	133	317	109
ENSG00000143157	1044	4310	1702	1476	2253	1231	2129	1050
ENSG00000143158	546	1668	663	1415	1328	624	1242	2581
ENSG00000143162	1737	3570	2442	2335	2335	4898	2910	1731
ENSG00000143164	883	2287	991	1310	1648	993	1812	1544
ENSG00000143167	3	2	1	6	4	5	67	2
ENSG00000143171	2	0	1	3	4	0	5	0
ENSG00000143178	234	319	247	38	39	57	34	21
ENSG00000143179	897	2813	833	638	965	579	574	593
ENSG00000143183	783	1772	1211	1813	2149	1174	2472	1777
ENSG00000143184	5	7	33	2	17	16	13	3
ENSG00000143185	7	8	26	5	19	11	16	8
ENSG00000143190	720	802	551	551	748	652	1123	967
ENSG00000143194	0	0	9	6	2	1	0	2
ENSG00000143195	1	3	5	17	58	14	71	15
ENSG00000143196	86	209	295	621	286	1196	924	169
ENSG00000143198	512	2159	1622	1376	571	1128	1397	1034
ENSG00000143199	4	2	3	3	9	0	1	10
ENSG00000143207	641	1681	670	681	1086	563	1162	460
ENSG00000143217	448	2406	487	859	969	258	490	370
ENSG00000143222	1079	3227	1441	2256	1351	1181	2049	1273
ENSG00000143224	269	437	283	213	407	220	345	282
ENSG00000143226	882	862	1149	510	1075	3036	2571	440
ENSG00000143228	259	940	240	22	102	111	203	121
ENSG00000143248	580	593	872	1847	4289	1369	4287	5108
ENSG00000143252	802	2067	861	1554	1764	1188	2115	1059
ENSG00000143256	633	2464	681	419	488	368	559	394
ENSG00000143257	6	5	3	2	4	0	2	0
ENSG00000143258	543	714	431	674	804	414	878	305
ENSG00000143278	3	1	0	0	1	0	0	0
ENSG00000143294	1000	2213	692	1325	1623	828	1810	836
ENSG00000143297	1302	778	1920	54	102	51	72	10
ENSG00000143303	389	593	249	507	679	315	853	298
ENSG00000143314	584	1371	321	1044	1220	611	1080	1099
ENSG00000143315	230	362	327	458	1135	335	796	404
ENSG00000143318	4	0	3	17	133	30	126	34
ENSG00000143319	723	2125	537	934	1221	565	1556	837
ENSG00000143320	752	7771	258	7667	4909	1218	1789	6947
ENSG00000143321	4430	14874	4093	3865	4224	3637	5484	3640
ENSG00000143322	677	1568	734	613	1308	747	1092	789
ENSG00000143324	396	1101	587	462	1220	676	777	370
ENSG00000143333	241	457	455	88	471	638	284	166
ENSG00000143337	440	848	819	1667	1600	1084	2141	815
ENSG00000143340	1	1	1	0	2	1	0	0
ENSG00000143341	47	105	311	295	904	486	744	745
ENSG00000143344	391	589	309	393	561	730	401	225
ENSG00000143353	345	540	229	228	267	376	324	181
ENSG00000143355	2	2	4	0	0	0	0	0
ENSG00000143363	413	838	272	921	909	336	1269	387
ENSG00000143365	38	280	145	830	440	287	448	175
ENSG00000143367	124	599	128	586	583	628	718	332
ENSG00000143368	688	2403	739	1554	1962	1063	1837	1253
ENSG00000143369	234	392	254	1127	834	816	2360	798
ENSG00000143373	643	1043	420	1198	1285	754	1384	787
ENSG00000143374	370	741	222	560	621	443	1223	430
ENSG00000143375	280	840	160	767	1666	430	1814	1345
ENSG00000143376	674	1448	472	1207	1376	1151	1313	575
ENSG00000143379	896	1525	495	496	972	722	1243	578
ENSG00000143382	127	341	140	408	239	296	89	88
ENSG00000143384	6861	12661	7713	4401	11336	5929	10002	3306
ENSG00000143387	738	1106	1586	1568	4752	6276	6254	2326
ENSG00000143390	784	1808	929	706	1792	966	2430	638
ENSG00000143393	1269	1612	868	1527	1858	1243	2517	944
ENSG00000143398	838	1650	792	1166	1388	869	1689	748
ENSG00000143401	1556	5003	875	479	776	709	1359	588
ENSG00000143409	181	286	135	946	716	355	1447	769
ENSG00000143412	7	27	5	284	202	167	730	513
ENSG00000143416	358	1327	222	2410	2037	1063	2596	1169
ENSG00000143418	1822	6454	1423	6706	8789	2735	9834	6711
ENSG00000143420	2081	4978	1376	4357	3271	1923	5269	2758
ENSG00000143434	235	197	54	98	427	203	243	151
ENSG00000143436	659	1854	459	788	893	441	785	455
ENSG00000143437	474	1135	672	1257	1650	1025	2145	784
ENSG00000143442	1791	2506	1275	1564	3163	1637	2963	1285
ENSG00000143443	50	40	46	205	203	60	230	88
ENSG00000143450	26	197	21	126	131	15	44	36
ENSG00000143452	101	4	38	1	2	11	2	2
ENSG00000143457	419	972	425	1359	978	423	2317	748
ENSG00000143458	366	799	410	376	778	425	643	388
ENSG00000143466	681	568	350	179	447	211	458	82
ENSG00000143469	0	1	0	0	4	1	0	0
ENSG00000143473	0	0	1	59	11	7	6	15
ENSG00000143476	686	928	173	93	291	99	807	340
ENSG00000143479	199	450	120	126	179	125	204	79
ENSG00000143486	749	1020	515	804	763	505	946	591
ENSG00000143493	783	945	433	405	509	287	812	276
ENSG00000143494	1329	746	84	49	137	15	86	23
ENSG00000143498	148	199	124	52	132	50	95	48
ENSG00000143499	784	2261	653	336	762	926	481	272
ENSG00000143502	13	726	124	204	551	57	154	715
ENSG00000143507	107	437	279	153	389	455	441	231
ENSG00000143512	29	31	45	12	15	5	0	16
ENSG00000143514	1572	1666	734	787	1023	514	1098	448
ENSG00000143515	311	338	659	887	1519	704	1181	808
ENSG00000143520	0	0	0	0	0	0	0	0
ENSG00000143536	0	0	0	0	0	0	0	0
ENSG00000143537	9472	8582	2068	4369	3736	1555	3612	1710
ENSG00000143543	1839	4494	1767	3281	2467	1498	2906	1850
ENSG00000143545	687	3443	986	1936	1694	1198	2150	1239
ENSG00000143546	63	884	429	7	44	96	18	15
ENSG00000143549	5335	13791	3436	6559	7264	5034	9059	6484
ENSG00000143552	0	1	3	0	1	0	0	7
ENSG00000143553	274	604	255	609	651	384	819	319
ENSG00000143554	174	359	218	167	311	252	1191	523
ENSG00000143556	0	575	12	0	11	4	0	1
ENSG00000143569	4139	6052	2104	2474	3691	2307	4322	2225
ENSG00000143570	1582	4508	1565	2373	2480	1649	3121	1410
ENSG00000143575	856	1658	924	1114	1276	667	1477	915
ENSG00000143578	362	623	116	1631	2382	470	2364	729
ENSG00000143590	264	272	68	299	118	93	96	38
ENSG00000143595	0	0	0	0	4	0	0	7
ENSG00000143603	319	217	368	77	164	53	139	127
ENSG00000143612	3866	6395	2526	3903	3699	2303	4784	3151
ENSG00000143614	694	1565	672	1094	1366	743	1919	861
ENSG00000143621	2797	9567	1869	2293	2694	1493	3411	1912
ENSG00000143622	470	768	394	611	694	560	933	390
ENSG00000143624	2309	2712	1199	1219	2433	1150	2632	1226
ENSG00000143627	0	0	0	0	0	0	3	0
ENSG00000143630	79	249	66	38	116	63	131	122
ENSG00000143631	0	0	0	0	0	1	0	0
ENSG00000143632	5	41	6	48	4	31	6	22
ENSG00000143633	424	596	216	203	347	190	325	173
ENSG00000143641	1873	2511	1679	1420	2489	1173	3064	1028
ENSG00000143643	441	997	468	174	434	292	383	253
ENSG00000143653	537	1008	298	2996	3073	1470	1282	1483
ENSG00000143669	394	457	450	652	1430	640	807	579
ENSG00000143674	220	1174	321	52	90	54	70	34
ENSG00000143702	583	834	416	206	531	532	755	213
ENSG00000143740	642	552	466	737	870	341	831	464
ENSG00000143742	2606	5438	1981	3423	3103	1254	3938	2308
ENSG00000143748	475	1243	394	468	749	396	790	340
ENSG00000143751	502	708	375	545	551	329	853	365
ENSG00000143753	1383	2613	1299	2655	2149	1059	1354	827
ENSG00000143756	958	1494	677	1055	1083	534	1478	572
ENSG00000143761	10527	18402	8734	9704	8753	6624	11473	7515
ENSG00000143768	22	1	0	18	7	2	1	11
ENSG00000143771	734	1854	785	629	891	407	768	509
ENSG00000143772	958	578	421	856	1567	800	1731	715
ENSG00000143774	2577	4465	2782	2079	1913	1863	2902	2226
ENSG00000143776	986	1518	1218	771	946	996	860	1398
ENSG00000143786	27	33	31	78	151	113	57	64
ENSG00000143793	489	994	327	325	473	314	424	310
ENSG00000143799	4784	5346	2816	2780	6603	1891	6030	2576
ENSG00000143801	191	545	328	332	701	395	567	516
ENSG00000143811	909	1152	661	661	977	606	1091	719
ENSG00000143815	1900	1940	833	298	640	525	923	290
ENSG00000143816	28	218	15	110	147	148	148	206
ENSG00000143819	578	1160	1096	4885	2496	2030	1522	2411
ENSG00000143839	3	5	0	0	1	3	4	0
ENSG00000143842	701	1214	263	870	1911	817	1620	733
ENSG00000143845	47	223	99	345	861	393	746	657
ENSG00000143847	233	270	311	9	74	40	9	111
ENSG00000143850	470	825	246	803	1606	845	1797	985
ENSG00000143851	349	281	691	80	301	364	414	122
ENSG00000143858	2	2	2	2	3	3	1	0
ENSG00000143862	1527	2343	911	1227	1032	1212	1504	880
ENSG00000146463	596	1447	939	904	1019	918	2600	1094
ENSG00000149527	30	79	247	70	79	76	159	92
ENSG00000150337	106	51	131	6	68	210	153	23
ENSG00000150681	24	23	38	23	48	88	117	13
ENSG00000151414	686	1112	960	747	1001	690	1376	502
ENSG00000151418	0	0	0	0	0	0	0	0
ENSG00000152022	253	623	355	392	622	510	617	363
ENSG00000152042	15	17	7	2	5	6	6	2
ENSG00000152061	387	1563	490	350	889	949	1702	514
ENSG00000152078	25	130	207	195	148	24	106	77
ENSG00000152092	1	19	0	7	14	5	5	6
ENSG00000152104	872	1488	948	787	1445	839	1020	488
ENSG00000152332	1162	2944	2465	2939	3273	1785	5235	2084
ENSG00000152382	171	368	184	231	322	160	354	175
ENSG00000152760	24	10	14	16	25	43	19	12
ENSG00000152763	53	129	50	93	126	28	231	102
ENSG00000152904	619	1446	630	1225	1273	609	1442	704
ENSG00000153029	263	343	785	508	792	1125	1758	338
ENSG00000153187	6580	11684	5444	5857	7893	4903	11557	6374
ENSG00000153207	1494	2013	806	665	1120	538	1179	604
ENSG00000153230	0	0	0	0	0	0	0	0
ENSG00000153363	97	120	64	58	70	66	91	65
ENSG00000153898	49	93	178	22	148	168	146	24
ENSG00000153904	90	681	209	1159	1027	478	1851	1278
ENSG00000153936	345	394	388	345	570	519	632	421
ENSG00000154007	0	0	0	0	1	0	0	0
ENSG00000154027	7	17	7	755	171	77	103	37
ENSG00000154198	2	2	0	22	302	17	2	4
ENSG00000154222	526	622	695	368	517	667	922	500
ENSG00000154305	1063	1634	1798	1568	2874	1174	2150	1379
ENSG00000154309	75	66	68	120	199	141	205	133
ENSG00000154342	0	1	2	0	7	1	0	0
ENSG00000154358	518	1556	584	494	634	248	643	299
ENSG00000154370	880	1373	624	726	1443	483	1057	643
ENSG00000154380	4714	8413	1359	4018	4450	1570	4450	1692
ENSG00000154429	758	816	438	160	374	299	460	262
ENSG00000154451	804	1533	6487	54	448	1148	928	220
ENSG00000154511	151	131	160	96	307	152	302	149
